sentence_id,token_id,token,source_label,annotator_1,annotator_2,annotator_3
f615nby,21,..,OTHER,OTHER,OTHER,OTHER
f615nby,22,وتسكنُ,AR-LAT,AR,AR,AR
f615nby,23,في,AR-LAT,AR,AR,AR
f615nby,24,العينينِ,OTHER,AR,AR,AR
f615nby,25,كسربِ,OTHER,AR,AR,AR
f615nby,26,حمامْ,AR-LAT,AR,AR,AR
f615nby,27,.,OTHER,OTHER,OTHER,OTHER
1271288284619001856,1,متبقاش,AR-LAT,AR,AR,AR
1271288284619001856,2,تسيبني,AR-LAT,AR,AR,AR
1271288284619001856,3,بعد,AR-LAT,AR,AR,AR
1271288284619001856,4,كدا,AR-LAT,AR,AR,AR
1271288284619001856,5,🥺,OTHER,OTHER,OTHER,OTHER
1219942367291150336,1,هو,AR-LAT,AR,AR,AR
1219942367291150336,2,بيتكلم,AR-LAT,AR,AR,AR
1219942367291150336,3,انه,AR-LAT,AR,AR,AR
1219942367291150336,4,هايشوط,AR-LAT,AR,AR,AR
1219942367291150336,5,ضربات,AR-LAT,AR,AR,AR
1219942367291150336,6,الجزاء,AR-LAT,AR,AR,AR
1402743594121940994,1,Merci,AR,OL,OL,OL
1402743594121940994,2,beaucoup,AR,OL,OL,OL
1402743594121940994,3,❤,OTHER,OTHER,OTHER,OTHER
1402743594121940994,4,️,OTHER,OTHER,OTHER,OTHER
1401499084888973315,1,سهلة,AR-LAT,AR,AR,AR
1401499084888973315,2,سهلة,AR-LAT,AR,AR,AR
1401499084888973315,3,♥,OTHER,OTHER,OTHER,OTHER
1401499084888973315,4,️,OTHER,OTHER,OTHER,OTHER
1392262808759377928,1,ياريت,AR-LAT,AR,AR,AR
1392262808759377928,2,اهو,AR-LAT,AR,AR,AR
1392262808759377928,3,نخلص,AR-LAT,AR,AR,AR
1339934293259390976,1,Avatar,FR,EN,EN,EN
1339934293259390976,2,gamed,EN,AR-LAT,AR-LAT,AR-LAT
1339934293259390976,3,zay,,AR-LAT,AR-LAT,AR-LAT
1339934293259390976,4,sa7bto,,AR-LAT,AR-LAT,AR-LAT
1339934293259390976,5,—,OTHER,OTHER,OTHER,OTHER
1339934293259390976,6,Merci,AR,OL,OL,OL
1339934293259390976,7,ya,,AR-LAT,AR-LAT,AR-LAT
1339934293259390976,8,anon,FR,AR-LAT,EN,AR-LAT
1339934293259390976,9,🥺,OTHER,OTHER,OTHER,OTHER
1339934293259390976,10,💖,OTHER,OTHER,OTHER,OTHER
e9y3yg2,1,on,AR,OL,OL,EN
e9y3yg2,2,dirait,AR,OL,OL,EN
e9y3yg2,3,un,AR,OL,OL,EN
e9y3yg2,4,accent,AR,OL,OL,EN
e9y3yg2,5,africain,AR,OL,OL,EN
e9y3yg2,6,.,OTHER,OTHER,OTHER,OTHER
1098387060019339264,1,القدر,AR-LAT,AR,AR,AR
1098387060019339264,2,🤷🏻‍♀️,OTHER,OTHER,OTHER,OTHER
1098387060019339264,3,😂,OTHER,OTHER,OTHER,OTHER
f1n5xcp,1,بوست,AR-LAT,AR,AR,AR
f1n5xcp,2,جميل,AR-LAT,AR,AR,AR
1282437408106196993,1,ليه,AR-LAT,AR,AR,AR
1282437408106196993,2,بس,AR-LAT,AR,AR,AR
1282437408106196993,3,دانا,AR-LAT,AR,AR,AR
1282437408106196993,4,مستانى,AR-LAT,AR,AR,AR
1282437408106196993,5,حلقتك,AR-LAT,AR,AR,AR
1282437408106196993,6,من,AR-LAT,AR,AR,AR
1282437408106196993,7,الصبح,AR-LAT,AR,AR,AR
1282437408106196993,8,ياعم,AR-LAT,AR,AR,AR
1282437408106196993,9,⁦,OTHER,OTHER,OTHER,OTHER
1282437408106196993,10,🤦🏻‍♂️,OTHER,OTHER,OTHER,OTHER
1282437408106196993,11,⁩,OTHER,OTHER,OTHER,OTHER
281523941472890881,1,عموما,AR-LAT,AR,AR,AR
281523941472890881,2,بعد,AR-LAT,AR,AR,AR
281523941472890881,3,الإبداع,AR-LAT,AR,AR,AR
281523941472890881,4,اللي,AR-LAT,AR,AR,AR
281523941472890881,5,انت,AR-LAT,AR,AR,AR
281523941472890881,6,بتعمله,AR-LAT,AR,AR,AR
281523941472890881,7,حلال,AR-LAT,AR,AR,AR
281523941472890881,8,عليك,AR-LAT,AR,AR,AR
281523941472890881,9,و,AR-LAT,AR,AR,AR
281523941472890881,10,...,OTHER,OTHER,OTHER,OTHER
1269220114269945856,1,شغلي,AR-LAT,AR,AR,AR
1269220114269945856,2,ال,AR-LAT,AR,AR,AR
1269220114269945856,3,gps,FR,EN,EN,EN
1269220114269945856,4,هه,AR-LAT,AR,AR,AR
gacttik,1,بالكويتي,AR-LAT,AR,AR,AR
gacttik,2,نقول,AR-LAT,AR,AR,AR
gacttik,3,«,OTHER,OTHER,OTHER,OTHER
gacttik,4,نبي,AR-LAT,AR,AR,AR
gacttik,5,»,OTHER,OTHER,OTHER,OTHER
gacttik,6,بمعنى,AR-LAT,AR,AR,AR
gacttik,7,«,OTHER,OTHER,OTHER,OTHER
gacttik,8,نريد,AR-LAT,AR,AR,AR
gacttik,9,»,OTHER,OTHER,OTHER,OTHER
gacttik,10,،,OTHER,OTHER,OTHER,OTHER
gacttik,11,و,AR-LAT,AR,AR,AR
gacttik,12,«,OTHER,OTHER,OTHER,OTHER
gacttik,13,أبي,AR-LAT,AR,AR,AR
gacttik,14,»,OTHER,OTHER,OTHER,OTHER
gacttik,15,،,OTHER,OTHER,OTHER,OTHER
gacttik,16,«,OTHER,OTHER,OTHER,OTHER
gacttik,17,يبي,AR-LAT,AR,AR,AR
gacttik,18,»,OTHER,OTHER,OTHER,OTHER
gacttik,19,،,OTHER,OTHER,OTHER,OTHER
gacttik,20,«,OTHER,OTHER,OTHER,OTHER
gacttik,21,تبي,AR-LAT,AR,AR,AR
gacttik,22,»,OTHER,OTHER,OTHER,OTHER
gacttik,23,،,OTHER,OTHER,OTHER,OTHER
gacttik,24,إلخ,AR-LAT,AR,AR,AR
1198190765358436352,1,مين,AR-LAT,AR,AR,AR
1198190765358436352,2,بيحب,AR-LAT,AR,AR,AR
1198190765358436352,3,الأغنية,AR-LAT,AR,AR,AR
1198190765358436352,4,دى,AR-LAT,AR,AR,AR
1198190765358436352,5,غيرى,AR-LAT,AR,AR,AR
1198190765358436352,6,؟,OTHER,OTHER,OTHER,OTHER
1368274329797005312,1,أي,AR-LAT,AR,AR,AR
1368274329797005312,2,إنسان,AR-LAT,AR,AR,AR
1368274329797005312,3,بيفسر,AR-LAT,AR,AR,AR
1368274329797005312,4,أي,AR-LAT,AR,AR,AR
1368274329797005312,5,حاجة,AR-LAT,AR,AR,AR
1368274329797005312,6,تحصله,AR-LAT,AR,AR,AR
1368274329797005312,7,في,AR-LAT,AR,AR,AR
1368274329797005312,8,حياته,AR-LAT,AR,AR,AR
1368274329797005312,9,بالحسد,AR-LAT,AR,AR,AR
1368274329797005312,10,،,OTHER,OTHER,OTHER,OTHER
1368274329797005312,11,ده,AR-LAT,AR,AR,AR
1368274329797005312,12,شخص,AR-LAT,AR,AR,AR
1368274329797005312,13,متكنسل,AR-LAT,AR,AR,AR
1368274329797005312,14,الصراحة,AR-LAT,AR,AR,AR
1368274329797005312,15,،,OTHER,OTHER,OTHER,OTHER
1368274329797005312,16,شخص,AR-LAT,AR,AR,AR
1368274329797005312,17,فاقد,AR-LAT,AR,AR,AR
1368274329797005312,18,الأهلية,AR-LAT,AR,AR,AR
1368274329797005312,19,ولا,AR-LAT,AR,AR,AR
1368274329797005312,20,يعول,AR-LAT,AR,AR,AR
1368274329797005312,21,عليه,AR-LAT,AR,AR,AR
1357661012057591809,1,بتضحكي,AR-LAT,AR,AR,AR
1357661012057591809,2,على,AR-LAT,AR,AR,AR
1357661012057591809,3,احزاني,AR-LAT,AR,AR,AR
1357661012057591809,4,؟,OTHER,OTHER,OTHER,OTHER
1357661012057591809,5,😂,OTHER,OTHER,OTHER,OTHER
1399030156119973889,1,صاحبي,AR-LAT,AR,AR,AR
1399030156119973889,2,وحبيبي,AR-LAT,AR,AR,AR
1399030156119973889,3,♥,OTHER,OTHER,OTHER,OTHER
fwpa42u,1,Ma3ak,,AR-LAT,AR-LAT,AR-LAT
fwpa42u,2,7a2,,AR-LAT,AR-LAT,AR-LAT
fwpa42u,3,2rita,,AR-LAT,AR-LAT,AR-LAT
fwpa42u,4,.,OTHER,OTHER,OTHER,OTHER
fwpa42u,5,Bass,,AR-LAT,AR-LAT,AR-LAT
fwpa42u,6,7atta,,AR-LAT,AR-LAT,AR-LAT
fwpa42u,7,law,,AR-LAT,AR-LAT,EN
fwpa42u,8,ma,,AR-LAT,AR-LAT,AR-LAT
fwpa42u,9,eblet,,AR-LAT,AR-LAT,AR-LAT
fwpa42u,10,l,,AR-LAT,AR-LAT,AR-LAT
fwpa42u,11,7oukoume,,AR-LAT,AR-LAT,AR-LAT
fwpa42u,12,w,,AR-LAT,AR-LAT,EN
fwpa42u,13,akid,,AR-LAT,AR-LAT,AR-LAT
fwpa42u,14,ma,,AR-LAT,AR-LAT,AR-LAT
fwpa42u,15,7a,,AR-LAT,AR-LAT,AR-LAT
fwpa42u,16,te2bal,,AR-LAT,AR-LAT,AR-LAT
fwpa42u,17,ktir,,AR-LAT,AR-LAT,AR-LAT
fwpa42u,18,hayne,,AR-LAT,AR-LAT,AR-LAT
fwpa42u,19,enta,,AR-LAT,AR-LAT,AR-LAT
fwpa42u,20,tekhod,,AR-LAT,AR-LAT,AR-LAT
fwpa42u,21,illegaly,EN,EN,EN,EN
fwpa42u,22,.,OTHER,OTHER,OTHER,OTHER
fwpa42u,23,L,,AR-LAT,AR-LAT,AR-LAT
fwpa42u,24,disk,EN,EN,EN,EN
fwpa42u,25,aw,,AR-LAT,AR-LAT,AR-LAT
fwpa42u,26,l,,AR-LAT,AR-LAT,AR-LAT
fwpa42u,27,antenne,AR,EN,EN,EN
fwpa42u,28,0.48m,OTHER,OTHER,OTHER,OTHER
fwpa42u,29,diameter,EN,EN,EN,EN
fwpa42u,30,betkhabbi,,AR-LAT,AR-LAT,AR-LAT
fwpa42u,31,bi,,AR-LAT,AR-LAT,AR-LAT
fwpa42u,32,rye7a,,AR-LAT,AR-LAT,AR-LAT
fwpa42u,33,.,OTHER,OTHER,OTHER,OTHER
1337461333701390343,1,ويك,AR-LAT,AR,AR,AR
1337461333701390343,2,إند,AR-LAT,AR,AR,AR
1337461333701390343,3,حزين,AR-LAT,AR,AR,AR
1337461333701390343,4,جدًا,AR-LAT,AR,AR,AR
1356396049569603584,1,اللى,AR-LAT,AR,AR,AR
1356396049569603584,2,هان,AR-LAT,AR,AR,AR
1356396049569603584,3,عليه,AR-LAT,AR,AR,AR
1356396049569603584,4,عارف,AR-LAT,AR,AR,AR
1356396049569603584,5,انه,AR-LAT,AR,AR,AR
1356396049569603584,6,هان,AR-LAT,AR,AR,AR
1356396049569603584,7,عليه,AR-LAT,AR,AR,AR
1356396049569603584,8,مش,AR-LAT,AR,AR,AR
1356396049569603584,9,مستنيك,AR-LAT,AR,AR,AR
1356396049569603584,10,تروح,AR-LAT,AR,AR,AR
1356396049569603584,11,تسأله,AR-LAT,AR,AR,AR
1356396049569603584,12,او,AR-LAT,AR,AR,AR
1356396049569603584,13,تقوله,AR-LAT,AR,AR,AR
1356396049569603584,14,هو,AR-LAT,AR,AR,AR
1356396049569603584,15,انت,AR-LAT,AR,AR,AR
1356396049569603584,16,بجد,AR-LAT,AR,AR,AR
1356396049569603584,17,هان,AR-LAT,AR,AR,AR
1356396049569603584,18,عليك,AR-LAT,AR,AR,AR
1356396049569603584,19,؟,OTHER,OTHER,OTHER,OTHER
1398952828786335745,1,بكره,AR-LAT,AR,AR,AR
1398952828786335745,2,اني,AR-LAT,AR,AR,AR
1398952828786335745,3,اخد,AR-LAT,AR,AR,AR
1398952828786335745,4,اجازه,AR-LAT,AR,AR,AR
1398952828786335745,5,في,AR-LAT,AR,AR,AR
1398952828786335745,6,يوم,AR-LAT,AR,AR,AR
1398952828786335745,7,فيه,AR-LAT,AR,AR,AR
1398952828786335745,8,ماتشات,AR-LAT,AR,AR,AR
1398952828786335745,9,للزمالك,AR-LAT,AR,AR,AR
1405791799319400448,1,بيكتبوا,AR-LAT,AR,AR,AR
1405791799319400448,2,``,OTHER,OTHER,OTHER,OTHER
1405791799319400448,3,Partner,EN,EN,EN,EN
